ID,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked
444,1.0,3.0,male,,0.0,0.0,8.1125,,S
445,1.0,1.0,male,4.0,0.0,2.0,81.8583,A34,S
446,1.0,2.0,female,13.0,0.0,1.0,19.5,,S
447,1.0,1.0,male,34.0,0.0,0.0,26.55,,S
448,1.0,3.0,female,5.0,2.0,1.0,19.2583,,C
449,1.0,1.0,male,52.0,0.0,0.0,30.5,C104,S
450,0.0,2.0,male,36.0,1.0,2.0,27.75,,S
451,0.0,3.0,male,,1.0,0.0,19.9667,,S
452,0.0,1.0,male,30.0,0.0,0.0,27.75,C111,C
453,1.0,1.0,male,49.0,1.0,0.0,89.1042,C92,C
454,0.0,3.0,male,,0.0,0.0,8.05,,S
455,1.0,3.0,male,29.0,0.0,0.0,7.8958,,C
456,0.0,1.0,male,65.0,0.0,0.0,26.55,E38,S
457,1.0,1.0,female,,1.0,0.0,51.8625,D21,S
458,1.0,2.0,female,50.0,0.0,0.0,10.5,,S
459,0.0,3.0,male,,0.0,0.0,7.75,,Q
460,1.0,1.0,male,48.0,0.0,0.0,26.55,E12,S
461,0.0,3.0,male,34.0,0.0,0.0,8.05,,S
462,0.0,1.0,male,47.0,0.0,0.0,38.5,E63,S
463,0.0,2.0,male,48.0,0.0,0.0,13.0,,S
464,0.0,3.0,male,,0.0,0.0,8.05,,S
465,0.0,3.0,male,38.0,0.0,0.0,7.05,,S
466,0.0,2.0,male,,0.0,0.0,0.0,,S
467,0.0,1.0,male,56.0,0.0,0.0,26.55,,S
468,0.0,3.0,male,,0.0,0.0,7.725,,Q
469,1.0,3.0,female,0.75,2.0,1.0,19.2583,,C
470,0.0,3.0,male,,0.0,0.0,7.25,,S
471,0.0,3.0,male,38.0,0.0,0.0,8.6625,,S
472,1.0,2.0,female,33.0,1.0,2.0,27.75,,S
473,1.0,2.0,female,23.0,0.0,0.0,13.7917,D,C
474,0.0,3.0,female,22.0,0.0,0.0,9.8375,,S
475,0.0,1.0,male,,0.0,0.0,52.0,A14,S
476,0.0,2.0,male,34.0,1.0,0.0,21.0,,S
477,0.0,3.0,male,29.0,1.0,0.0,7.0458,,S
478,0.0,3.0,male,22.0,0.0,0.0,7.5208,,S
479,1.0,3.0,female,2.0,0.0,1.0,12.2875,,S
480,0.0,3.0,male,9.0,5.0,2.0,46.9,,S
481,0.0,2.0,male,,0.0,0.0,0.0,,S
482,0.0,3.0,male,50.0,0.0,0.0,8.05,,S
483,1.0,3.0,female,63.0,0.0,0.0,9.5875,,S
484,1.0,1.0,male,25.0,1.0,0.0,91.0792,B49,C
485,0.0,3.0,female,,3.0,1.0,25.4667,,S
486,1.0,1.0,female,35.0,1.0,0.0,90.0,C93,S
487,0.0,1.0,male,58.0,0.0,0.0,29.7,B37,C
488,0.0,3.0,male,30.0,0.0,0.0,8.05,,S
489,1.0,3.0,male,9.0,1.0,1.0,15.9,,S
490,0.0,3.0,male,,1.0,0.0,19.9667,,S
491,0.0,3.0,male,21.0,0.0,0.0,7.25,,S
492,0.0,1.0,male,55.0,0.0,0.0,30.5,C30,S
493,0.0,1.0,male,71.0,0.0,0.0,49.5042,,C
494,0.0,3.0,male,21.0,0.0,0.0,8.05,,S
495,0.0,3.0,male,,0.0,0.0,14.4583,,C
496,1.0,1.0,female,54.0,1.0,0.0,78.2667,D20,C
497,0.0,3.0,male,,0.0,0.0,15.1,,S
498,0.0,1.0,female,25.0,1.0,2.0,151.55,C22 C26,S
499,0.0,3.0,male,24.0,0.0,0.0,7.7958,,S
500,0.0,3.0,male,17.0,0.0,0.0,8.6625,,S
501,0.0,3.0,female,21.0,0.0,0.0,7.75,,Q
502,0.0,3.0,female,,0.0,0.0,7.6292,,Q
503,0.0,3.0,female,37.0,0.0,0.0,9.5875,,S
504,1.0,1.0,female,16.0,0.0,0.0,86.5,B79,S
505,0.0,1.0,male,18.0,1.0,0.0,108.9,C65,C
506,1.0,2.0,female,33.0,0.0,2.0,26.0,,S
507,1.0,1.0,male,,0.0,0.0,26.55,,S
508,0.0,3.0,male,28.0,0.0,0.0,22.525,,S
509,1.0,3.0,male,26.0,0.0,0.0,56.4958,,S
510,1.0,3.0,male,29.0,0.0,0.0,7.75,,Q
511,0.0,3.0,male,,0.0,0.0,8.05,,S
512,1.0,1.0,male,36.0,0.0,0.0,26.2875,E25,S
513,1.0,1.0,female,54.0,1.0,0.0,59.4,,C
514,0.0,3.0,male,24.0,0.0,0.0,7.4958,,S
515,0.0,1.0,male,47.0,0.0,0.0,34.0208,D46,S
516,1.0,2.0,female,34.0,0.0,0.0,10.5,F33,S
517,0.0,3.0,male,,0.0,0.0,24.15,,Q
518,1.0,2.0,female,36.0,1.0,0.0,26.0,,S
519,0.0,3.0,male,32.0,0.0,0.0,7.8958,,S
520,1.0,1.0,female,30.0,0.0,0.0,93.5,B73,S
521,0.0,3.0,male,22.0,0.0,0.0,7.8958,,S
522,0.0,3.0,male,,0.0,0.0,7.225,,C
523,1.0,1.0,female,44.0,0.0,1.0,57.9792,B18,C
524,0.0,3.0,male,,0.0,0.0,7.2292,,C
525,0.0,3.0,male,40.5,0.0,0.0,7.75,,Q
526,1.0,2.0,female,50.0,0.0,0.0,10.5,,S
527,0.0,1.0,male,,0.0,0.0,221.7792,C95,S
528,0.0,3.0,male,39.0,0.0,0.0,7.925,,S
529,0.0,2.0,male,23.0,2.0,1.0,11.5,,S
530,1.0,2.0,female,2.0,1.0,1.0,26.0,,S
531,0.0,3.0,male,,0.0,0.0,7.2292,,C
532,0.0,3.0,male,17.0,1.0,1.0,7.2292,,C
533,1.0,3.0,female,,0.0,2.0,22.3583,,C
534,0.0,3.0,female,30.0,0.0,0.0,8.6625,,S
535,1.0,2.0,female,7.0,0.0,2.0,26.25,,S
536,0.0,1.0,male,45.0,0.0,0.0,26.55,B38,S
537,1.0,1.0,female,30.0,0.0,0.0,106.425,,C
538,0.0,3.0,male,,0.0,0.0,14.5,,S
539,1.0,1.0,female,22.0,0.0,2.0,49.5,B39,C
540,1.0,1.0,female,36.0,0.0,2.0,71.0,B22,S
541,0.0,3.0,female,9.0,4.0,2.0,31.275,,S
542,0.0,3.0,female,11.0,4.0,2.0,31.275,,S
543,1.0,2.0,male,32.0,1.0,0.0,26.0,,S
544,0.0,1.0,male,50.0,1.0,0.0,106.425,C86,C
545,0.0,1.0,male,64.0,0.0,0.0,26.0,,S
546,1.0,2.0,female,19.0,1.0,0.0,26.0,,S
547,1.0,2.0,male,,0.0,0.0,13.8625,,C
548,0.0,3.0,male,33.0,1.0,1.0,20.525,,S
549,1.0,2.0,male,8.0,1.0,1.0,36.75,,S
550,1.0,1.0,male,17.0,0.0,2.0,110.8833,C70,C
551,0.0,2.0,male,27.0,0.0,0.0,26.0,,S
552,0.0,3.0,male,,0.0,0.0,7.8292,,Q
553,1.0,3.0,male,22.0,0.0,0.0,7.225,,C
554,1.0,3.0,female,22.0,0.0,0.0,7.775,,S
555,0.0,1.0,male,62.0,0.0,0.0,26.55,,S
556,1.0,1.0,female,48.0,1.0,0.0,39.6,A16,C
557,0.0,1.0,male,,0.0,0.0,227.525,,C
558,1.0,1.0,female,39.0,1.0,1.0,79.65,E67,S
559,1.0,3.0,female,36.0,1.0,0.0,17.4,,S
560,0.0,3.0,male,,0.0,0.0,7.75,,Q
561,0.0,3.0,male,40.0,0.0,0.0,7.8958,,S
562,0.0,2.0,male,28.0,0.0,0.0,13.5,,S
563,0.0,3.0,male,,0.0,0.0,8.05,,S
564,0.0,3.0,female,,0.0,0.0,8.05,,S
565,0.0,3.0,male,24.0,2.0,0.0,24.15,,S
566,0.0,3.0,male,19.0,0.0,0.0,7.8958,,S
567,0.0,3.0,female,29.0,0.0,4.0,21.075,,S
568,0.0,3.0,male,,0.0,0.0,7.2292,,C
569,1.0,3.0,male,32.0,0.0,0.0,7.8542,,S
570,1.0,2.0,male,62.0,0.0,0.0,10.5,,S
571,1.0,1.0,female,53.0,2.0,0.0,51.4792,C101,S
572,1.0,1.0,male,36.0,0.0,0.0,26.3875,E25,S
573,1.0,3.0,female,,0.0,0.0,7.75,,Q
574,0.0,3.0,male,16.0,0.0,0.0,8.05,,S
575,0.0,3.0,male,19.0,0.0,0.0,14.5,,S
576,1.0,2.0,female,34.0,0.0,0.0,13.0,,S
577,1.0,1.0,female,39.0,1.0,0.0,55.9,E44,S
578,0.0,3.0,female,,1.0,0.0,14.4583,,C
579,1.0,3.0,male,32.0,0.0,0.0,7.925,,S
580,1.0,2.0,female,25.0,1.0,1.0,30.0,,S
581,1.0,1.0,female,39.0,1.0,1.0,110.8833,C68,C
582,0.0,2.0,male,54.0,0.0,0.0,26.0,,S
583,0.0,1.0,male,36.0,0.0,0.0,40.125,A10,C
584,0.0,3.0,male,,0.0,0.0,8.7125,,C
585,1.0,1.0,female,18.0,0.0,2.0,79.65,E68,S
586,0.0,2.0,male,47.0,0.0,0.0,15.0,,S
587,1.0,1.0,male,60.0,1.0,1.0,79.2,B41,C
588,0.0,3.0,male,22.0,0.0,0.0,8.05,,S
589,0.0,3.0,male,,0.0,0.0,8.05,,S
590,0.0,3.0,male,35.0,0.0,0.0,7.125,,S
591,1.0,1.0,female,52.0,1.0,0.0,78.2667,D20,C
592,0.0,3.0,male,47.0,0.0,0.0,7.25,,S
593,0.0,3.0,female,,0.0,2.0,7.75,,Q
594,0.0,2.0,male,37.0,1.0,0.0,26.0,,S
595,0.0,3.0,male,36.0,1.0,1.0,24.15,,S
596,1.0,2.0,female,,0.0,0.0,33.0,,S
597,0.0,3.0,male,49.0,0.0,0.0,0.0,,S
598,0.0,3.0,male,,0.0,0.0,7.225,,C
599,1.0,1.0,male,49.0,1.0,0.0,56.9292,A20,C
600,1.0,2.0,female,24.0,2.0,1.0,27.0,,S
601,0.0,3.0,male,,0.0,0.0,7.8958,,S
602,0.0,1.0,male,,0.0,0.0,42.4,,S
603,0.0,3.0,male,44.0,0.0,0.0,8.05,,S
604,1.0,1.0,male,35.0,0.0,0.0,26.55,,C
605,0.0,3.0,male,36.0,1.0,0.0,15.55,,S
606,0.0,3.0,male,30.0,0.0,0.0,7.8958,,S
607,1.0,1.0,male,27.0,0.0,0.0,30.5,,S
608,1.0,2.0,female,22.0,1.0,2.0,41.5792,,C
609,1.0,1.0,female,40.0,0.0,0.0,153.4625,C125,S
610,0.0,3.0,female,39.0,1.0,5.0,31.275,,S
611,0.0,3.0,male,,0.0,0.0,7.05,,S
612,1.0,3.0,female,,1.0,0.0,15.5,,Q
613,0.0,3.0,male,,0.0,0.0,7.75,,Q
614,0.0,3.0,male,35.0,0.0,0.0,8.05,,S
615,1.0,2.0,female,24.0,1.0,2.0,65.0,,S
616,0.0,3.0,male,34.0,1.0,1.0,14.4,,S
617,0.0,3.0,female,26.0,1.0,0.0,16.1,,S
618,1.0,2.0,female,4.0,2.0,1.0,39.0,F4,S
619,0.0,2.0,male,26.0,0.0,0.0,10.5,,S
620,0.0,3.0,male,27.0,1.0,0.0,14.4542,,C
621,1.0,1.0,male,42.0,1.0,0.0,52.5542,D19,S
622,1.0,3.0,male,20.0,1.0,1.0,15.7417,,C
623,0.0,3.0,male,21.0,0.0,0.0,7.8542,,S
624,0.0,3.0,male,21.0,0.0,0.0,16.1,,S
625,0.0,1.0,male,61.0,0.0,0.0,32.3208,D50,S
626,0.0,2.0,male,57.0,0.0,0.0,12.35,,Q
627,1.0,1.0,female,21.0,0.0,0.0,77.9583,D9,S
628,0.0,3.0,male,26.0,0.0,0.0,7.8958,,S
629,0.0,3.0,male,,0.0,0.0,7.7333,,Q
630,1.0,1.0,male,80.0,0.0,0.0,30.0,A23,S
631,0.0,3.0,male,51.0,0.0,0.0,7.0542,,S
632,1.0,1.0,male,32.0,0.0,0.0,30.5,B50,C
633,0.0,1.0,male,,0.0,0.0,0.0,,S
634,0.0,3.0,female,9.0,3.0,2.0,27.9,,S
635,1.0,2.0,female,28.0,0.0,0.0,13.0,,S
636,0.0,3.0,male,32.0,0.0,0.0,7.925,,S
637,0.0,2.0,male,31.0,1.0,1.0,26.25,,S
638,0.0,3.0,female,41.0,0.0,5.0,39.6875,,S
639,0.0,3.0,male,,1.0,0.0,16.1,,S
640,0.0,3.0,male,20.0,0.0,0.0,7.8542,,S
641,1.0,1.0,female,24.0,0.0,0.0,69.3,B35,C
642,0.0,3.0,female,2.0,3.0,2.0,27.9,,S
643,1.0,3.0,male,,0.0,0.0,56.4958,,S
644,1.0,3.0,female,0.75,2.0,1.0,19.2583,,C
645,1.0,1.0,male,48.0,1.0,0.0,76.7292,D33,C
646,0.0,3.0,male,19.0,0.0,0.0,7.8958,,S
647,1.0,1.0,male,56.0,0.0,0.0,35.5,A26,C
648,0.0,3.0,male,,0.0,0.0,7.55,,S
649,1.0,3.0,female,23.0,0.0,0.0,7.55,,S
650,0.0,3.0,male,,0.0,0.0,7.8958,,S
651,1.0,2.0,female,18.0,0.0,1.0,23.0,,S
652,0.0,3.0,male,21.0,0.0,0.0,8.4333,,S
653,1.0,3.0,female,,0.0,0.0,7.8292,,Q
654,0.0,3.0,female,18.0,0.0,0.0,6.75,,Q
655,0.0,2.0,male,24.0,2.0,0.0,73.5,,S
656,0.0,3.0,male,,0.0,0.0,7.8958,,S
657,0.0,3.0,female,32.0,1.0,1.0,15.5,,Q
658,0.0,2.0,male,23.0,0.0,0.0,13.0,,S
659,0.0,1.0,male,58.0,0.0,2.0,113.275,D48,C
660,1.0,1.0,male,50.0,2.0,0.0,133.65,,S
661,0.0,3.0,male,40.0,0.0,0.0,7.225,,C
662,0.0,1.0,male,47.0,0.0,0.0,25.5875,E58,S
663,0.0,3.0,male,36.0,0.0,0.0,7.4958,,S
664,1.0,3.0,male,20.0,1.0,0.0,7.925,,S
665,0.0,2.0,male,32.0,2.0,0.0,73.5,,S
666,0.0,2.0,male,25.0,0.0,0.0,13.0,,S
667,0.0,3.0,male,,0.0,0.0,7.775,,S
668,0.0,3.0,male,43.0,0.0,0.0,8.05,,S
669,1.0,1.0,female,,1.0,0.0,52.0,C126,S
670,1.0,2.0,female,40.0,1.0,1.0,39.0,,S
671,0.0,1.0,male,31.0,1.0,0.0,52.0,B71,S
672,0.0,2.0,male,70.0,0.0,0.0,10.5,,S
673,1.0,2.0,male,31.0,0.0,0.0,13.0,,S
674,0.0,2.0,male,,0.0,0.0,0.0,,S
675,0.0,3.0,male,18.0,0.0,0.0,7.775,,S
676,0.0,3.0,male,24.5,0.0,0.0,8.05,,S
677,1.0,3.0,female,18.0,0.0,0.0,9.8417,,S
678,0.0,3.0,female,43.0,1.0,6.0,46.9,,S
679,1.0,1.0,male,36.0,0.0,1.0,512.3292,B51 B53 B55,C
680,0.0,3.0,female,,0.0,0.0,8.1375,,Q
681,1.0,1.0,male,27.0,0.0,0.0,76.7292,D49,C
682,0.0,3.0,male,20.0,0.0,0.0,9.225,,S
683,0.0,3.0,male,14.0,5.0,2.0,46.9,,S
684,0.0,2.0,male,60.0,1.0,1.0,39.0,,S
685,0.0,2.0,male,25.0,1.0,2.0,41.5792,,C
686,0.0,3.0,male,14.0,4.0,1.0,39.6875,,S
687,0.0,3.0,male,19.0,0.0,0.0,10.1708,,S
688,0.0,3.0,male,18.0,0.0,0.0,7.7958,,S
689,1.0,1.0,female,15.0,0.0,1.0,211.3375,B5,S
690,1.0,1.0,male,31.0,1.0,0.0,57.0,B20,S
691,1.0,3.0,female,4.0,0.0,1.0,13.4167,,C
692,1.0,3.0,male,,0.0,0.0,56.4958,,S
693,0.0,3.0,male,25.0,0.0,0.0,7.225,,C
694,0.0,1.0,male,60.0,0.0,0.0,26.55,,S
695,0.0,2.0,male,52.0,0.0,0.0,13.5,,S
696,0.0,3.0,male,44.0,0.0,0.0,8.05,,S
697,1.0,3.0,female,,0.0,0.0,7.7333,,Q
698,0.0,1.0,male,49.0,1.0,1.0,110.8833,C68,C
699,0.0,3.0,male,42.0,0.0,0.0,7.65,F G63,S
700,1.0,1.0,female,18.0,1.0,0.0,227.525,C62 C64,C
701,1.0,1.0,male,35.0,0.0,0.0,26.2875,E24,S
702,0.0,3.0,female,18.0,0.0,1.0,14.4542,,C
703,0.0,3.0,male,25.0,0.0,0.0,7.7417,,Q
704,0.0,3.0,male,26.0,1.0,0.0,7.8542,,S
705,0.0,2.0,male,39.0,0.0,0.0,26.0,,S
706,1.0,2.0,female,45.0,0.0,0.0,13.5,,S
707,1.0,1.0,male,42.0,0.0,0.0,26.2875,E24,S
708,1.0,1.0,female,22.0,0.0,0.0,151.55,,S
709,1.0,3.0,male,,1.0,1.0,15.2458,,C
710,1.0,1.0,female,24.0,0.0,0.0,49.5042,C90,C
711,0.0,1.0,male,,0.0,0.0,26.55,C124,S
712,1.0,1.0,male,48.0,1.0,0.0,52.0,C126,S
713,0.0,3.0,male,29.0,0.0,0.0,9.4833,,S
714,0.0,2.0,male,52.0,0.0,0.0,13.0,,S
715,0.0,3.0,male,19.0,0.0,0.0,7.65,F G73,S
716,1.0,1.0,female,38.0,0.0,0.0,227.525,C45,C
717,1.0,2.0,female,27.0,0.0,0.0,10.5,E101,S
718,0.0,3.0,male,,0.0,0.0,15.5,,Q
719,0.0,3.0,male,33.0,0.0,0.0,7.775,,S
720,1.0,2.0,female,6.0,0.0,1.0,33.0,,S
721,0.0,3.0,male,17.0,1.0,0.0,7.0542,,S
722,0.0,2.0,male,34.0,0.0,0.0,13.0,,S
723,0.0,2.0,male,50.0,0.0,0.0,13.0,,S
724,1.0,1.0,male,27.0,1.0,0.0,53.1,E8,S
725,0.0,3.0,male,20.0,0.0,0.0,8.6625,,S
726,1.0,2.0,female,30.0,3.0,0.0,21.0,,S
727,1.0,3.0,female,,0.0,0.0,7.7375,,Q
728,0.0,2.0,male,25.0,1.0,0.0,26.0,,S
729,0.0,3.0,female,25.0,1.0,0.0,7.925,,S
730,1.0,1.0,female,29.0,0.0,0.0,211.3375,B5,S
731,0.0,3.0,male,11.0,0.0,0.0,18.7875,,C
732,0.0,2.0,male,,0.0,0.0,0.0,,S
733,0.0,2.0,male,23.0,0.0,0.0,13.0,,S
734,0.0,2.0,male,23.0,0.0,0.0,13.0,,S
735,0.0,3.0,male,28.5,0.0,0.0,16.1,,S
736,0.0,3.0,female,48.0,1.0,3.0,34.375,,S
737,1.0,1.0,male,35.0,0.0,0.0,512.3292,B101,C
738,0.0,3.0,male,,0.0,0.0,7.8958,,S
739,0.0,3.0,male,,0.0,0.0,7.8958,,S
740,1.0,1.0,male,,0.0,0.0,30.0,D45,S
741,0.0,1.0,male,36.0,1.0,0.0,78.85,C46,S
742,1.0,1.0,female,21.0,2.0,2.0,262.375,B57 B59 B63 B66,C
743,0.0,3.0,male,24.0,1.0,0.0,16.1,,S
744,1.0,3.0,male,31.0,0.0,0.0,7.925,,S
745,0.0,1.0,male,70.0,1.0,1.0,71.0,B22,S
746,0.0,3.0,male,16.0,1.0,1.0,20.25,,S
747,1.0,2.0,female,30.0,0.0,0.0,13.0,,S
748,0.0,1.0,male,19.0,1.0,0.0,53.1,D30,S
749,0.0,3.0,male,31.0,0.0,0.0,7.75,,Q
750,1.0,2.0,female,4.0,1.0,1.0,23.0,,S
751,1.0,3.0,male,6.0,0.0,1.0,12.475,E121,S
752,0.0,3.0,male,33.0,0.0,0.0,9.5,,S
753,0.0,3.0,male,23.0,0.0,0.0,7.8958,,S
754,1.0,2.0,female,48.0,1.0,2.0,65.0,,S
755,1.0,2.0,male,0.67,1.0,1.0,14.5,,S
756,0.0,3.0,male,28.0,0.0,0.0,7.7958,,S
757,0.0,2.0,male,18.0,0.0,0.0,11.5,,S
758,0.0,3.0,male,34.0,0.0,0.0,8.05,,S
759,1.0,1.0,female,33.0,0.0,0.0,86.5,B77,S
760,0.0,3.0,male,,0.0,0.0,14.5,,S
761,0.0,3.0,male,41.0,0.0,0.0,7.125,,S
762,1.0,3.0,male,20.0,0.0,0.0,7.2292,,C
763,1.0,1.0,female,36.0,1.0,2.0,120.0,B96 B98,S
764,0.0,3.0,male,16.0,0.0,0.0,7.775,,S
765,1.0,1.0,female,51.0,1.0,0.0,77.9583,D11,S
766,0.0,1.0,male,,0.0,0.0,39.6,,C
767,0.0,3.0,female,30.5,0.0,0.0,7.75,,Q
768,0.0,3.0,male,,1.0,0.0,24.15,,Q
769,0.0,3.0,male,32.0,0.0,0.0,8.3625,,S
770,0.0,3.0,male,24.0,0.0,0.0,9.5,,S
771,0.0,3.0,male,48.0,0.0,0.0,7.8542,,S
772,0.0,2.0,female,57.0,0.0,0.0,10.5,E77,S
773,0.0,3.0,male,,0.0,0.0,7.225,,C
774,1.0,2.0,female,54.0,1.0,3.0,23.0,,S
775,0.0,3.0,male,18.0,0.0,0.0,7.75,,S
776,0.0,3.0,male,,0.0,0.0,7.75,F38,Q
777,1.0,3.0,female,5.0,0.0,0.0,12.475,,S
778,0.0,3.0,male,,0.0,0.0,7.7375,,Q
779,1.0,1.0,female,43.0,0.0,1.0,211.3375,B3,S
780,1.0,3.0,female,13.0,0.0,0.0,7.2292,,C
781,1.0,1.0,female,17.0,1.0,0.0,57.0,B20,S
782,0.0,1.0,male,29.0,0.0,0.0,30.0,D6,S
783,0.0,3.0,male,,1.0,2.0,23.45,,S
784,0.0,3.0,male,25.0,0.0,0.0,7.05,,S
785,0.0,3.0,male,25.0,0.0,0.0,7.25,,S
786,1.0,3.0,female,18.0,0.0,0.0,7.4958,,S
787,0.0,3.0,male,8.0,4.0,1.0,29.125,,Q
788,1.0,3.0,male,1.0,1.0,2.0,20.575,,S
789,0.0,1.0,male,46.0,0.0,0.0,79.2,B82 B84,C
790,0.0,3.0,male,,0.0,0.0,7.75,,Q
791,0.0,2.0,male,16.0,0.0,0.0,26.0,,S
792,0.0,3.0,female,,8.0,2.0,69.55,,S
793,0.0,1.0,male,,0.0,0.0,30.6958,,C
794,0.0,3.0,male,25.0,0.0,0.0,7.8958,,S
795,0.0,2.0,male,39.0,0.0,0.0,13.0,,S
796,1.0,1.0,female,49.0,0.0,0.0,25.9292,D17,S
797,1.0,3.0,female,31.0,0.0,0.0,8.6833,,S
798,0.0,3.0,male,30.0,0.0,0.0,7.2292,,C
799,0.0,3.0,female,30.0,1.0,1.0,24.15,,S
800,0.0,2.0,male,34.0,0.0,0.0,13.0,,S
801,1.0,2.0,female,31.0,1.0,1.0,26.25,,S
802,1.0,1.0,male,11.0,1.0,2.0,120.0,B96 B98,S
803,1.0,3.0,male,0.42,0.0,1.0,8.5167,,C
804,1.0,3.0,male,27.0,0.0,0.0,6.975,,S
805,0.0,3.0,male,31.0,0.0,0.0,7.775,,S
806,0.0,1.0,male,39.0,0.0,0.0,0.0,A36,S
807,0.0,3.0,female,18.0,0.0,0.0,7.775,,S
808,0.0,2.0,male,39.0,0.0,0.0,13.0,,S
809,1.0,1.0,female,33.0,1.0,0.0,53.1,E8,S
810,0.0,3.0,male,26.0,0.0,0.0,7.8875,,S
811,0.0,3.0,male,39.0,0.0,0.0,24.15,,S
812,0.0,2.0,male,35.0,0.0,0.0,10.5,,S
813,0.0,3.0,female,6.0,4.0,2.0,31.275,,S
814,0.0,3.0,male,30.5,0.0,0.0,8.05,,S
815,0.0,1.0,male,,0.0,0.0,0.0,B102,S
816,0.0,3.0,female,23.0,0.0,0.0,7.925,,S
817,0.0,2.0,male,31.0,1.0,1.0,37.0042,,C
818,0.0,3.0,male,43.0,0.0,0.0,6.45,,S
819,0.0,3.0,male,10.0,3.0,2.0,27.9,,S
820,1.0,1.0,female,52.0,1.0,1.0,93.5,B69,S
821,1.0,3.0,male,27.0,0.0,0.0,8.6625,,S
822,0.0,1.0,male,38.0,0.0,0.0,0.0,,S
823,1.0,3.0,female,27.0,0.0,1.0,12.475,E121,S
824,0.0,3.0,male,2.0,4.0,1.0,39.6875,,S
825,0.0,3.0,male,,0.0,0.0,6.95,,Q
826,0.0,3.0,male,,0.0,0.0,56.4958,,S
827,1.0,2.0,male,1.0,0.0,2.0,37.0042,,C
828,1.0,3.0,male,,0.0,0.0,7.75,,Q
829,1.0,1.0,female,62.0,0.0,0.0,80.0,B28,
830,1.0,3.0,female,15.0,1.0,0.0,14.4542,,C
831,1.0,2.0,male,0.83,1.0,1.0,18.75,,S
832,0.0,3.0,male,,0.0,0.0,7.2292,,C
833,0.0,3.0,male,23.0,0.0,0.0,7.8542,,S
834,0.0,3.0,male,18.0,0.0,0.0,8.3,,S
835,1.0,1.0,female,39.0,1.0,1.0,83.1583,E49,C
836,0.0,3.0,male,21.0,0.0,0.0,8.6625,,S
837,0.0,3.0,male,,0.0,0.0,8.05,,S
838,1.0,3.0,male,32.0,0.0,0.0,56.4958,,S
839,1.0,1.0,male,,0.0,0.0,29.7,C47,C
840,0.0,3.0,male,20.0,0.0,0.0,7.925,,S
841,0.0,2.0,male,16.0,0.0,0.0,10.5,,S
842,1.0,1.0,female,30.0,0.0,0.0,31.0,,C
843,0.0,3.0,male,34.5,0.0,0.0,6.4375,,C
844,0.0,3.0,male,17.0,0.0,0.0,8.6625,,S
845,0.0,3.0,male,42.0,0.0,0.0,7.55,,S
846,0.0,3.0,male,,8.0,2.0,69.55,,S
847,0.0,3.0,male,35.0,0.0,0.0,7.8958,,C
848,0.0,2.0,male,28.0,0.0,1.0,33.0,,S
849,1.0,1.0,female,,1.0,0.0,89.1042,C92,C
850,0.0,3.0,male,4.0,4.0,2.0,31.275,,S
851,0.0,3.0,male,74.0,0.0,0.0,7.775,,S
852,0.0,3.0,female,9.0,1.0,1.0,15.2458,,C
853,1.0,1.0,female,16.0,0.0,1.0,39.4,D28,S
854,0.0,2.0,female,44.0,1.0,0.0,26.0,,S
855,1.0,3.0,female,18.0,0.0,1.0,9.35,,S
856,1.0,1.0,female,45.0,1.0,1.0,164.8667,,S
857,1.0,1.0,male,51.0,0.0,0.0,26.55,E17,S
858,1.0,3.0,female,24.0,0.0,3.0,19.2583,,C
859,0.0,3.0,male,,0.0,0.0,7.2292,,C
860,0.0,3.0,male,41.0,2.0,0.0,14.1083,,S
861,0.0,2.0,male,21.0,1.0,0.0,11.5,,S
862,1.0,1.0,female,48.0,0.0,0.0,25.9292,D17,S
863,0.0,3.0,female,,8.0,2.0,69.55,,S
864,0.0,2.0,male,24.0,0.0,0.0,13.0,,S
865,1.0,2.0,female,42.0,0.0,0.0,13.0,,S
866,1.0,2.0,female,27.0,1.0,0.0,13.8583,,C
867,0.0,1.0,male,31.0,0.0,0.0,50.4958,A24,S
868,0.0,3.0,male,,0.0,0.0,9.5,,S
869,1.0,3.0,male,4.0,1.0,1.0,11.1333,,S
870,0.0,3.0,male,26.0,0.0,0.0,7.8958,,S
871,1.0,1.0,female,47.0,1.0,1.0,52.5542,D35,S
872,0.0,1.0,male,33.0,0.0,0.0,5.0,B51 B53 B55,S
873,0.0,3.0,male,47.0,0.0,0.0,9.0,,S
874,1.0,2.0,female,28.0,1.0,0.0,24.0,,C
875,1.0,3.0,female,15.0,0.0,0.0,7.225,,C
876,0.0,3.0,male,20.0,0.0,0.0,9.8458,,S
877,0.0,3.0,male,19.0,0.0,0.0,7.8958,,S
878,0.0,3.0,male,,0.0,0.0,7.8958,,S
879,1.0,1.0,female,56.0,0.0,1.0,83.1583,C50,C
880,1.0,2.0,female,25.0,0.0,1.0,26.0,,S
881,0.0,3.0,male,33.0,0.0,0.0,7.8958,,S
882,0.0,3.0,female,22.0,0.0,0.0,10.5167,,S
883,0.0,2.0,male,28.0,0.0,0.0,10.5,,S
884,0.0,3.0,male,25.0,0.0,0.0,7.05,,S
885,0.0,3.0,female,39.0,0.0,5.0,29.125,,Q
886,0.0,2.0,male,27.0,0.0,0.0,13.0,,S
887,1.0,1.0,female,19.0,0.0,0.0,30.0,B42,S
